rank,source_id,canonical_id,source_id_normalized,canonical_id_normalized,score,status,n_points_results,baseline_days_results,baseline_years_results,band_coverage_results,delta_mag_results,raw_points_total,kept_points_total,fraction_rejected_total,kept_points_w1,kept_points_w2,season_bins_w1,season_bins_w2,has_pre_gap,has_post_gap,has_both_sides,systematics_verdict,blazar_match,known_clagn_match,stage_a_positive,gate_blazar_veto,gate_wise_qc_pass,gate_data_sufficient,gate_state_change_ratio_pass,gate_transient_spike_pass,state_change_ratio_value,transient_spike_flag,transient_max_nonpeak_ratio,transient_max_adjacency_ratio,transient_min_band_seasons,fp_mode_hint,final_label,decision_trace,coordinate_source,is_top_clagn_candidate,card_path,figure_path
91,8286538102441600,8286538102441600,8286538102441600,8286538102441600,0.424447,OK,203.000000,5096.443427,13.953302,"W1,W2",0.129139,614,614,0.000000,307,307,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,5.242798,False,0.942029,0.942029,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/91_8286538102441600.md,outputs/v2_rows/figures/8286538102441600_wise.png
92,6062299094282624,6062299094282624,6062299094282624,6062299094282624,0.415685,OK,213.000000,5096.364223,13.953085,"W1,W2",-0.225843,560,553,0.012500,280,273,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,3.339695,False,0.850187,0.850187,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/92_6062299094282624.md,outputs/v2_rows/figures/6062299094282624_wise.png
93,NGC 7582,NGC 7582,NGC 7582,NGC 7582,0.414027,OK,31.000000,5113.524165,14.000066,"W1,W2",0.000000,782,764,0.023018,382,382,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,24.645833,False,0.973856,0.525054,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/93_NGC_7582.md,outputs/v2_rows/figures/NGC_7582_wise.png
94,3C 232,3C 232,3C 232,3C 232,0.412826,OK,232.000000,5098.584465,13.959163,"W1,W2",0.046022,620,620,0.000000,310,310,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,24.088235,False,0.466003,0.392743,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/94_3C_232.md,outputs/v2_rows/figures/3C_232_wise.png
95,SDSSJJ094443.08+580953.2,SDSSJ094443.08+580953.2,SDSSJ094443.08+580953.2,SDSSJ094443.08+580953.2,0.405601,OK,345.000000,5098.658590,13.959366,"W1,W2",0.068035,796,795,0.001256,398,397,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,15.105263,False,0.963585,0.963585,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/95_SDSSJ094443.08+580953.2.md,outputs/v2_rows/figures/SDSSJ094443.08+580953.2_wise.png
96,000057.67-085617.0,000057.67-085617.0,000057.67-085617.0,000057.67-085617.0,0.399395,OK,168.000000,5114.144863,14.001766,"W1,W2",-0.077686,594,579,0.025253,297,282,23,23,False,True,False,CAUTION,False,False,True,True,True,True,True,True,5.803922,False,0.992701,0.992701,23,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/96_000057.67-085617.0.md,outputs/v2_rows/figures/000057.67-085617.0_wise.png
97,10618228603355008,10618228603355008,10618228603355008,10618228603355008,0.399301,OK,123.000000,5096.158955,13.952523,"W1,W2",0.149582,468,467,0.002137,234,233,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,5.309859,False,0.986987,0.986987,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/97_10618228603355008.md,outputs/v2_rows/figures/10618228603355008_wise.png
98,SDSSJ231742.68+011425.2,SDSSJ231742.68+011425.2,SDSSJ231742.68+011425.2,SDSSJ231742.68+011425.2,0.399043,OK,217.000000,5114.073797,14.001571,"W1,W2",0.223271,560,560,0.000000,280,280,23,23,False,True,False,CAUTION,False,False,True,True,True,True,True,True,4.152672,False,0.950745,0.950745,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/98_SDSSJ231742.68+011425.2.md,outputs/v2_rows/figures/SDSSJ231742.68+011425.2_wise.png
99,8011419677274240,8011419677274240,8011419677274240,8011419677274240,0.398534,OK,228.000000,5096.562998,13.953629,"W1,W2",-0.153381,628,628,0.000000,314,314,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,3.972696,False,0.853503,0.651274,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/99_8011419677274240.md,outputs/v2_rows/figures/8011419677274240_wise.png
100,11434886569349888,11434886569349888,11434886569349888,11434886569349888,0.396972,OK,155.000000,5099.024203,13.960367,"W1,W2",-0.258156,562,557,0.008897,276,281,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,6.321839,False,0.863268,0.634804,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/100_11434886569349888.md,outputs/v2_rows/figures/11434886569349888_wise.png
101,SDSSJJ143040.58+364903.90,SDSSJ143040.58+364903.90,SDSSJ143040.58+364903.90,SDSSJ143040.58+364903.90,0.382188,OK,304.000000,5277.417393,14.448781,"W1,W2",0.495543,862,862,0.000000,431,431,16,16,True,True,True,PASS,False,False,True,True,True,True,True,True,12.290541,False,0.668504,0.515507,16,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/101_SDSSJ143040.58+364903.90.md,outputs/v2_rows/figures/SDSSJ143040.58+364903.90_wise.png
102,000203.11+315153.1,000203.11+315153.1,000203.11+315153.1,000203.11+315153.1,0.382174,OK,171.000000,4908.633698,13.439107,"W1,W2",0.396939,608,608,0.000000,304,304,14,14,False,True,False,CAUTION,False,False,True,True,True,True,True,True,3.654102,False,0.877778,0.877778,14,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/102_000203.11+315153.1.md,outputs/v2_rows/figures/000203.11+315153.1_wise.png
103,11918706045404160,11918706045404160,11918706045404160,11918706045404160,0.368219,OK,185.000000,5099.143009,13.960693,"W1,W2",0.084796,546,546,0.000000,273,273,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,3.094170,False,0.697674,0.437238,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/103_11918706045404160.md,outputs/v2_rows/figures/11918706045404160_wise.png
104,11346758135829376,11346758135829376,11346758135829376,11346758135829376,0.364962,OK,131.000000,5099.176753,13.960785,"W1,W2",0.002047,578,578,0.000000,289,289,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,7.500000,False,0.833333,0.166667,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/104_11346758135829376.md,outputs/v2_rows/figures/11346758135829376_wise.png
105,SDSSJJ015653.16-004623.28,SDSSJ015653.16-004623.28,SDSSJ015653.16-004623.28,SDSSJ015653.16-004623.28,0.363264,OK,217.000000,5301.006028,14.513364,"W1,W2",-0.289155,754,727,0.035809,377,350,19,19,True,True,True,PASS,False,False,True,True,True,True,True,True,4.791209,False,0.834808,0.511761,19,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/105_SDSSJ015653.16-004623.28.md,outputs/v2_rows/figures/SDSSJ015653.16-004623.28_wise.png
106,000056.16+192036.9,000056.16+192036.9,000056.16+192036.9,000056.16+192036.9,0.350474,OK,153.000000,5115.928884,14.006650,"W1,W2",0.404608,522,522,0.000000,261,261,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,7.111765,False,0.546036,0.089514,24,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/106_000056.16+192036.9.md,outputs/v2_rows/figures/000056.16+192036.9_wise.png
107,SDSSJJ233602.98+001728.7,SDSSJ233602.98+001728.7,SDSSJ233602.98+001728.7,SDSSJ233602.98+001728.7,0.349392,OK,204.000000,5114.211074,14.001947,"W1,W2",0.261537,572,572,0.000000,286,286,24,24,False,True,False,CAUTION,False,True,True,True,True,True,True,True,4.363636,False,0.783282,0.628483,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/107_SDSSJ233602.98+001728.7.md,outputs/v2_rows/figures/SDSSJ233602.98+001728.7_wise.png
108,1960P,1960P,1960P,1960P,0.344832,OK,240.000000,5301.097197,14.513613,"W1,W2",-0.051842,616,605,0.017857,306,299,20,20,True,True,True,PASS,False,False,False,True,True,True,True,True,3.831776,False,0.933962,0.301887,20,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/108_1960P.md,outputs/v2_rows/figures/1960P_wise.png
109,000015.56+194941.0,000015.56+194941.0,000015.56+194941.0,000015.56+194941.0,0.342671,OK,66.000000,5116.257160,14.007549,"W1,W2",0.266656,356,356,0.000000,178,178,23,23,False,True,False,CAUTION,False,False,False,True,True,True,True,True,8.291765,False,0.726513,0.207083,23,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/109_000015.56+194941.0.md,outputs/v2_rows/figures/000015.56+194941.0_wise.png
110,000031.97+002249.9,000031.97+002249.9,000031.97+002249.9,000031.97+002249.9,0.336906,OK,95.000000,5113.710012,14.000575,"W1,W2",0.114758,382,377,0.013089,188,189,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,4.307692,False,0.883752,0.462351,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/110_000031.97+002249.9.md,outputs/v2_rows/figures/000031.97+002249.9_wise.png
111,000059.05+282233.0,000059.05+282233.0,000059.05+282233.0,000059.05+282233.0,0.336127,OK,237.000000,5116.694706,14.008747,"W1,W2",0.196460,658,650,0.012158,329,321,14,14,False,True,False,CAUTION,False,False,False,True,True,True,True,True,3.225420,False,0.837432,0.648649,14,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/111_000059.05+282233.0.md,outputs/v2_rows/figures/000059.05+282233.0_wise.png
112,3822937505992960,3822937505992960,3822937505992960,3822937505992960,0.310422,OK,193.000000,5096.384343,13.953140,"W1,W2",0.008541,594,594,0.000000,297,297,24,24,True,True,True,PASS,False,False,False,True,True,True,True,True,3.389831,False,0.851852,0.333333,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/112_3822937505992960.md,outputs/v2_rows/figures/3822937505992960_wise.png
113,000003.87-024228.0,000003.87-024228.0,000003.87-024228.0,000003.87-024228.0,0.304665,OK,25.000000,4911.546610,13.447082,"W1,W2",0.036050,266,265,0.003759,133,132,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,4.168831,False,0.806452,0.344086,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/113_000003.87-024228.0.md,outputs/v2_rows/figures/000003.87-024228.0_wise.png
114,8261936529703936,8261936529703936,8261936529703936,8261936529703936,0.302019,OK,37.000000,3113.314397,8.523790,"W1,W2",0.163964,140,140,0.000000,70,70,19,19,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.232768,False,0.716697,0.716697,19,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/114_8261936529703936.md,outputs/v2_rows/figures/8261936529703936_wise.png
115,000014.74+003203.2,000014.74+003203.2,000014.74+003203.2,000014.74+003203.2,0.293050,OK,118.000000,5113.710012,14.000575,"W1,W2",-0.042650,480,479,0.002083,240,239,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,4.534307,False,0.888365,0.383648,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/115_000014.74+003203.2.md,outputs/v2_rows/figures/000014.74+003203.2_wise.png
116,000034.80+210108.1,000034.80+210108.1,000034.80+210108.1,000034.80+210108.1,0.291458,OK,230.000000,5116.814009,14.009073,"W1,W2",0.187864,604,604,0.000000,302,302,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.632948,False,0.708843,0.708843,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/116_000034.80+210108.1.md,outputs/v2_rows/figures/000034.80+210108.1_wise.png
117,1998ch,1998ch,1998CH,1998CH,0.288207,OK,77.000000,5274.184624,14.439931,"W1,W2",0.264326,494,478,0.032389,239,239,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,5.067227,False,0.598410,0.592166,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/117_1998ch.md,outputs/v2_rows/figures/1998ch_wise.png
118,000042.92+310715.3,000042.92+310715.3,000042.92+310715.3,000042.92+310715.3,0.287274,OK,27.000000,4179.074861,11.441683,"W1,W2",0.000000,148,147,0.006757,73,74,13,13,False,True,False,CAUTION,False,False,False,True,True,True,True,True,4.084211,False,0.625718,0.625718,13,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/118_000042.92+310715.3.md,outputs/v2_rows/figures/000042.92+310715.3_wise.png
119,SDSSJJ015726.00-000602.15,SDSSJ015726.00-000602.15,SDSSJ015726.00-000602.15,SDSSJ015726.00-000602.15,0.287057,OK,178.000000,5301.123813,14.513686,"W1,W2",-0.234465,668,640,0.041916,334,306,19,19,True,True,True,PASS,False,False,False,True,True,True,True,True,11.015244,False,0.787647,0.787647,19,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/119_SDSSJ015726.00-000602.15.md,outputs/v2_rows/figures/SDSSJ015726.00-000602.15_wise.png
120,1994M,1994M,1994M,1994M,0.281785,OK,21.000000,3274.032755,8.963813,"W1,W2",0.000000,76,76,0.000000,38,38,19,19,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.489507,False,0.934873,0.174660,19,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/120_1994M.md,outputs/v2_rows/figures/1994M_wise.png
121,5220790446842240,5220790446842240,5220790446842240,5220790446842240,0.276877,OK,33.000000,3273.160838,8.961426,"W1,W2",0.247695,316,107,0.661392,23,84,17,20,False,True,False,CAUTION,False,False,False,True,True,True,True,True,19.240181,False,0.894309,0.297959,17,artifact_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/121_5220790446842240.md,outputs/v2_rows/figures/5220790446842240_wise.png
122,000139.52+322953.1,000139.52+322953.1,000139.52+322953.1,000139.52+322953.1,0.274577,OK,186.000000,5114.111669,14.001675,"W1,W2",0.133423,674,649,0.037092,312,337,14,14,False,True,False,CAUTION,False,False,False,True,True,True,True,True,2.855586,False,0.786765,0.786765,14,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/122_000139.52+322953.1.md,outputs/v2_rows/figures/000139.52+322953.1_wise.png
123,000028.24+184005.3,000028.24+184005.3,000028.24+184005.3,000028.24+184005.3,0.273237,OK,134.000000,5115.759905,14.006187,"W1,W2",0.370817,444,444,0.000000,222,222,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,7.515152,False,0.985376,0.293872,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/123_000028.24+184005.3.md,outputs/v2_rows/figures/000028.24+184005.3_wise.png
124,000036.73+044503.3,000036.73+044503.3,000036.73+044503.3,000036.73+044503.3,0.273186,OK,138.000000,5113.971815,14.001292,"W1,W2",-0.030589,442,442,0.000000,221,221,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.305512,False,0.855895,0.036390,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/124_000036.73+044503.3.md,outputs/v2_rows/figures/000036.73+044503.3_wise.png
125,SDSSJJ005813.68+001409.09,SDSSJ005813.68+001409.09,SDSSJ005813.68+001409.09,SDSSJ005813.68+001409.09,0.272742,OK,83.000000,5114.021384,14.001427,"W1,W2",0.076267,604,603,0.001656,302,301,15,15,False,True,False,CAUTION,False,False,False,True,True,True,True,True,2.924157,False,0.739663,0.554364,15,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/125_SDSSJ005813.68+001409.09.md,outputs/v2_rows/figures/SDSSJ005813.68+001409.09_wise.png
126,000026.47+021359.2,000026.47+021359.2,000026.47+021359.2,000026.47+021359.2,0.267673,OK,66.000000,4911.695348,13.447489,"W1,W2",0.227492,286,286,0.000000,143,143,23,23,False,True,False,CAUTION,False,False,False,True,True,True,True,True,5.170068,False,0.942775,0.502864,23,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/126_000026.47+021359.2.md,outputs/v2_rows/figures/000026.47+021359.2_wise.png
127,12315256082310144,12315256082310144,12315256082310144,12315256082310144,0.267233,OK,92.000000,5098.878401,13.959968,"W1,W2",-0.162532,562,519,0.076512,238,281,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,4.382353,False,0.963696,0.848649,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/127_12315256082310144.md,outputs/v2_rows/figures/12315256082310144_wise.png
128,000008.03-002727.4,000008.03-002727.4,000008.03-002727.4,000008.03-002727.4,0.266319,OK,26.000000,4910.611699,13.444522,"W1,W2",0.000000,146,129,0.116438,64,65,22,23,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.225179,False,0.875158,0.638714,22,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/128_000008.03-002727.4.md,outputs/v2_rows/figures/000008.03-002727.4_wise.png
129,9921756706043776,9921756706043776,9921756706043776,9921756706043776,0.264947,OK,103.000000,5098.827081,13.959828,"W1,W2",0.184446,482,482,0.000000,241,241,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,4.139474,False,0.875969,0.606952,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/129_9921756706043776.md,outputs/v2_rows/figures/9921756706043776_wise.png
130,6151771852919552,6151771852919552,6151771852919552,6151771852919552,0.263666,OK,199.000000,5096.109420,13.952387,"W1,W2",-0.020165,618,618,0.000000,309,309,24,24,True,True,True,PASS,False,False,False,True,True,True,True,True,32.371429,False,0.971768,0.227340,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/130_6151771852919552.md,outputs/v2_rows/figures/6151771852919552_wise.png
131,7388752498494208,7388752498494208,7388752498494208,7388752498494208,0.261794,OK,128.000000,5096.510025,13.953484,"W1,W2",-0.182324,452,452,0.000000,226,226,24,24,True,True,True,PASS,False,False,False,True,True,True,True,True,2.944984,False,0.876289,0.876289,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/131_7388752498494208.md,outputs/v2_rows/figures/7388752498494208_wise.png
132,7106010507061632,7106010507061632,7106010507061632,7106010507061632,0.255419,OK,141.000000,5096.410829,13.953212,"W1,W2",0.123231,604,604,0.000000,302,302,24,24,True,True,True,PASS,False,False,False,True,True,True,True,True,5.728395,False,0.978541,0.939914,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/132_7106010507061632.md,outputs/v2_rows/figures/7106010507061632_wise.png
133,000116.51-031050.2,000116.51-031050.2,000116.51-031050.2,000116.51-031050.2,0.254291,OK,43.000000,4911.610788,13.447257,"W1,W2",0.000000,184,15,0.918478,0,15,0,9,False,True,False,CAUTION,False,False,False,True,True,False,True,True,5.116166,False,0.972930,0.265127,9,artifact_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=fail;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/133_000116.51-031050.2.md,outputs/v2_rows/figures/000116.51-031050.2_wise.png
134,000001.08+295225.0,000001.08+295225.0,000001.08+295225.0,000001.08+295225.0,0.252270,OK,50.000000,4910.913289,13.445348,"W1,W2",0.242406,252,248,0.015873,126,122,14,14,False,True,False,CAUTION,False,False,False,True,True,True,True,True,6.464516,False,0.734788,0.668197,14,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/134_000001.08+295225.0.md,outputs/v2_rows/figures/000001.08+295225.0_wise.png
135,000022.17+255005.3,000022.17+255005.3,000022.17+255005.3,000022.17+255005.3,0.250891,OK,221.000000,5116.745888,14.008887,"W1,W2",0.046354,610,112,0.816393,15,97,6,17,False,True,False,CAUTION,False,False,False,True,True,True,True,True,8.219697,False,0.922280,0.873921,6,artifact_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/135_000022.17+255005.3.md,outputs/v2_rows/figures/000022.17+255005.3_wise.png
136,1979C,1979C,1979C,1979C,0.247375,OK,26.000000,3114.812684,8.527892,"W1,W2",0.000000,88,88,0.000000,44,44,19,19,False,True,False,CAUTION,False,False,False,True,True,True,True,True,5.684211,False,0.932592,0.380952,19,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/136_1979C.md,outputs/v2_rows/figures/1979C_wise.png
